,Participant Private ID,Spreadsheet,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Type,Reaction Time,Response,display,Button A,Button B,Zuweisung_Mitspieler(in),partnerAnswer,reward
1252,8879711.0,Negative-to-positive,45.0,49,1.0,decision,response_button_text,1803.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ölsmc""",0,0
1258,8879711.0,Negative-to-positive,42.0,50,1.0,decision,response_button_text,1727.0000000001164,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""swap""",2,2
1266,8879711.0,Negative-to-positive,51.0,51,1.0,decision,response_button_text,1987.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""michi""",2,2
1274,8879711.0,Negative-to-positive,43.0,52,1.0,decision,response_button_text,1836.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""katja""",2,2
1282,8879711.0,Negative-to-positive,52.0,53,1.0,decision,response_button_text,1296.9999999998836,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Carsten""",2,2
1290,8879711.0,Negative-to-positive,60.0,54,1.0,decision,response_button_text,1533.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""imPACT""",0,0
1296,8879711.0,Negative-to-positive,37.0,55,1.0,decision,response_button_text,4461.999999999884,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ricarda8""",0,0
1302,8879711.0,Negative-to-positive,57.0,56,1.0,decision,response_button_text,1300.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Uli""",2,2
1310,8879711.0,Negative-to-positive,55.0,57,1.0,decision,response_button_text,1432.0000000001164,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""quatschkopf""",0,0
1316,8879711.0,Negative-to-positive,53.0,58,1.0,decision,response_button_text,1553.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Nadine""",2,2
1324,8879711.0,Negative-to-positive,34.0,59,1.0,decision,response_button_text,2269.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""nicoletta""",0,0
1330,8879711.0,Negative-to-positive,58.0,60,1.0,decision,response_button_text,1321.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""özclan""",0,0
1351,8816980.0,Negative-to-positive,26.0,1,1.0,decision,response_button_text,4777.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Ppwjer""",2,2
1359,8816980.0,Negative-to-positive,16.0,2,1.0,decision,response_button_text,2903.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""666""",2,2
1367,8816980.0,Negative-to-positive,17.0,3,1.0,decision,response_button_text,4025.100000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""keEpcalm""",2,2
1375,8816980.0,Negative-to-positive,28.0,4,1.0,decision,response_button_text,2221.100000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Kitty""",2,2
1383,8816980.0,Negative-to-positive,22.0,5,1.0,decision,response_button_text,2276.600000023842,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""born toKill""",1,1
1389,8816980.0,Negative-to-positive,31.0,6,1.0,decision,response_button_text,1843.6000000238416,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""max""",2,2
1397,8816980.0,Negative-to-positive,19.0,7,1.0,decision,response_button_text,5108.699999988079,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Rico""",2,2
1405,8816980.0,Negative-to-positive,9.0,8,1.0,decision,response_button_text,1794.2000000476835,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Mooney""",2,2
1413,8816980.0,Negative-to-positive,29.0,9,1.0,decision,response_button_text,2608.600000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""c3po""",2,2
1421,8816980.0,Negative-to-positive,5.0,10,1.0,decision,response_button_text,1746.600000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lisa""",2,2
1429,8816980.0,Negative-to-positive,3.0,11,1.0,decision,response_button_text,1194.4000000357628,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""kazandr""",1,1
1435,8816980.0,Negative-to-positive,25.0,12,1.0,decision,response_button_text,2478.899999976158,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ines""",1,1
1441,8816980.0,Negative-to-positive,24.0,13,1.0,decision,response_button_text,2330.399999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""dillon""",2,2
1449,8816980.0,Negative-to-positive,15.0,14,1.0,decision,response_button_text,2128.300000011921,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""next""",2,2
1457,8816980.0,Negative-to-positive,7.0,15,1.0,decision,response_button_text,1721.2999999523165,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""sdlfn""",1,1
1463,8816980.0,Negative-to-positive,10.0,16,1.0,decision,response_button_text,1294.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Zoe""",1,1
1469,8816980.0,Negative-to-positive,11.0,17,1.0,decision,response_button_text,1564.100000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""collin""",2,2
1477,8816980.0,Negative-to-positive,23.0,18,1.0,decision,response_button_text,1511.899999976158,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""8D""",0,0
1483,8816980.0,Negative-to-positive,21.0,19,1.0,decision,response_button_text,1327.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fabien""",0,0
1489,8816980.0,Negative-to-positive,6.0,20,1.0,decision,response_button_text,1879.1000000238416,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""memphis""",0,0
1495,8816980.0,Negative-to-positive,20.0,21,1.0,decision,response_button_text,1398.199999988079,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""maggy""",2,2
1503,8816980.0,Negative-to-positive,13.0,22,1.0,decision,response_button_text,2577.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""TryMe""",2,2
1511,8816980.0,Negative-to-positive,12.0,23,1.0,decision,response_button_text,1394.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""schnuck""",1,1
1517,8816980.0,Negative-to-positive,27.0,24,1.0,decision,response_button_text,1096.2999999523165,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CptSparrow""",1,1
1523,8816980.0,Negative-to-positive,30.0,25,1.0,decision,response_button_text,3194.699999988079,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""holy shit""",1,1
1529,8816980.0,Negative-to-positive,32.0,26,1.0,decision,response_button_text,1529.100000023842,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Steffen""",1,1
1535,8816980.0,Negative-to-positive,14.0,27,1.0,decision,response_button_text,1181.2999999523165,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Woop""",1,1
1541,8816980.0,Negative-to-positive,18.0,28,1.0,decision,response_button_text,1263.600000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Chris""",2,2
1549,8816980.0,Negative-to-positive,8.0,29,1.0,decision,response_button_text,841.1000000238419,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Temminator""",1,1
1555,8816980.0,Negative-to-positive,4.0,30,1.0,decision,response_button_text,1209.800000011921,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Daniel""",0,0
1561,8816980.0,Negative-to-positive,61.0,31,1.0,decision,response_button_text,847.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lilly""",1,1
1567,8816980.0,Negative-to-positive,51.0,32,1.0,decision,response_button_text,1229.699999988079,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""michi""",0,0
1573,8816980.0,Negative-to-positive,52.0,33,1.0,decision,response_button_text,1210.800000011921,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Carsten""",0,0
1579,8816980.0,Negative-to-positive,40.0,34,1.0,decision,response_button_text,1145.600000023842,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fatima""",0,0
1585,8816980.0,Negative-to-positive,54.0,35,1.0,decision,response_button_text,1460.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""????""",0,0
1591,8816980.0,Negative-to-positive,49.0,36,1.0,decision,response_button_text,1246.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CMPdavid""",0,0
1597,8816980.0,Negative-to-positive,55.0,37,1.0,decision,response_button_text,1228.0999999642372,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""quatschkopf""",0,0
1603,8816980.0,Negative-to-positive,41.0,38,1.0,decision,response_button_text,1179.5999999642372,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ironMaan""",1,1
1609,8816980.0,Negative-to-positive,38.0,39,1.0,decision,response_button_text,1192.300000011921,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""XMP""",1,1
1615,8816980.0,Negative-to-positive,56.0,40,1.0,decision,response_button_text,847.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""pusher""",0,0
1621,8816980.0,Negative-to-positive,37.0,41,1.0,decision,response_button_text,1460.600000023842,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ricarda8""",0,0
1627,8816980.0,Negative-to-positive,48.0,42,1.0,decision,response_button_text,1695.199999988079,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""RammStein""",0,0
1633,8816980.0,Negative-to-positive,62.0,43,1.0,decision,response_button_text,1345.699999988079,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""olaf""",0,0
1639,8816980.0,Negative-to-positive,39.0,44,1.0,decision,response_button_text,1197.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""underwood""",0,0
1645,8816980.0,Negative-to-positive,42.0,45,1.0,decision,response_button_text,1195.300000011921,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""swap""",0,0
1651,8816980.0,Negative-to-positive,53.0,46,1.0,decision,response_button_text,1379.800000011921,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Nadine""",0,0
1657,8816980.0,Negative-to-positive,34.0,47,1.0,decision,response_button_text,1463.300000011921,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""nicoletta""",0,0
1663,8816980.0,Negative-to-positive,59.0,48,1.0,decision,response_button_text,2913.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Fatima""",2,2
1671,8816980.0,Negative-to-positive,60.0,49,1.0,decision,response_button_text,2606.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""imPACT""",2,2
1679,8816980.0,Negative-to-positive,44.0,50,1.0,decision,response_button_text,1375.4000000357628,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""shallweplay""",2,2
1687,8816980.0,Negative-to-positive,50.0,51,1.0,decision,response_button_text,1379.899999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""camper""",2,2
1695,8816980.0,Negative-to-positive,45.0,52,1.0,decision,response_button_text,1243.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ölsmc""",2,2
1703,8816980.0,Negative-to-positive,46.0,53,1.0,decision,response_button_text,1414.199999988079,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""plethoraa""",2,2
1711,8816980.0,Negative-to-positive,36.0,54,1.0,decision,response_button_text,1445.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ninja""",2,2
1719,8816980.0,Negative-to-positive,57.0,55,1.0,decision,response_button_text,1295.300000011921,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Uli""",2,2
1727,8816980.0,Negative-to-positive,58.0,56,1.0,decision,response_button_text,1215.300000011921,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""özclan""",2,2
1735,8816980.0,Negative-to-positive,43.0,57,1.0,decision,response_button_text,1496.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""katja""",2,2
1743,8816980.0,Negative-to-positive,33.0,58,1.0,decision,response_button_text,1417.5999999642372,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ivette""",2,2
1751,8816980.0,Negative-to-positive,47.0,59,1.0,decision,response_button_text,1361.399999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""blume""",2,2
1759,8816980.0,Negative-to-positive,35.0,60,1.0,decision,response_button_text,1264.300000011921,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Skyluke""",2,2
1783,8714599.0,Negative-to-positive,22.0,1,1.0,decision,response_button_text,3414.999999999971,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""born toKill""",2,2
1791,8714599.0,Negative-to-positive,13.0,2,1.0,decision,response_button_text,2234.000000000029,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""TryMe""",2,2
1799,8714599.0,Negative-to-positive,9.0,3,1.0,decision,response_button_text,3907.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Mooney""",1,1
1805,8714599.0,Negative-to-positive,20.0,4,1.0,decision,response_button_text,2974.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""maggy""",2,2
1813,8714599.0,Negative-to-positive,21.0,5,1.0,decision,response_button_text,1974.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fabien""",2,2
1821,8714599.0,Negative-to-positive,24.0,6,1.0,decision,response_button_text,5208.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""dillon""",2,2
1829,8714599.0,Negative-to-positive,32.0,7,1.0,decision,response_button_text,1705.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Steffen""",2,2
1837,8714599.0,Negative-to-positive,11.0,8,1.0,decision,response_button_text,1909.0000000000584,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""collin""",2,2
1845,8714599.0,Negative-to-positive,14.0,9,1.0,decision,response_button_text,2381.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Woop""",1,1
1851,8714599.0,Negative-to-positive,10.0,10,1.0,decision,response_button_text,1483.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Zoe""",2,2
1859,8714599.0,Negative-to-positive,12.0,11,1.0,decision,response_button_text,2738.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""schnuck""",2,2
1867,8714599.0,Negative-to-positive,25.0,12,1.0,decision,response_button_text,1594.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ines""",2,2
1875,8714599.0,Negative-to-positive,28.0,13,1.0,decision,response_button_text,1157.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Kitty""",2,2
1883,8714599.0,Negative-to-positive,27.0,14,1.0,decision,response_button_text,490.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CptSparrow""",2,2
1891,8714599.0,Negative-to-positive,4.0,15,1.0,decision,response_button_text,1471.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Daniel""",2,2
1899,8714599.0,Negative-to-positive,5.0,16,1.0,decision,response_button_text,1237.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lisa""",2,2
1907,8714599.0,Negative-to-positive,16.0,17,1.0,decision,response_button_text,802.0000000000582,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""666""",2,2
1915,8714599.0,Negative-to-positive,8.0,18,1.0,decision,response_button_text,1806.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Temminator""",2,2
1923,8714599.0,Negative-to-positive,30.0,19,1.0,decision,response_button_text,4425.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""holy shit""",2,2
1931,8714599.0,Negative-to-positive,26.0,20,1.0,decision,response_button_text,3820.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Ppwjer""",2,2
1939,8714599.0,Negative-to-positive,6.0,21,1.0,decision,response_button_text,2026.9999999999416,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""memphis""",2,2
1947,8714599.0,Negative-to-positive,31.0,22,1.0,decision,response_button_text,4528.999999999942,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""max""",1,1
1953,8714599.0,Negative-to-positive,23.0,23,1.0,decision,response_button_text,3245.999999999942,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""8D""",0,0
1959,8714599.0,Negative-to-positive,19.0,24,1.0,decision,response_button_text,1963.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Rico""",2,2
1967,8714599.0,Negative-to-positive,29.0,25,1.0,decision,response_button_text,5509.999999999942,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""c3po""",1,1
1973,8714599.0,Negative-to-positive,17.0,26,1.0,decision,response_button_text,3706.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""keEpcalm""",2,2
1981,8714599.0,Negative-to-positive,18.0,27,1.0,decision,response_button_text,1493.9999999999418,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Chris""",2,2
1989,8714599.0,Negative-to-positive,15.0,28,1.0,decision,response_button_text,1924.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""next""",1,1
1995,8714599.0,Negative-to-positive,7.0,29,1.0,decision,response_button_text,3287.000000000058,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""sdlfn""",1,1
2001,8714599.0,Negative-to-positive,3.0,30,1.0,decision,response_button_text,4997.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""kazandr""",2,2
2009,8714599.0,Negative-to-positive,38.0,31,1.0,decision,response_button_text,1822.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""XMP""",1,1
2015,8714599.0,Negative-to-positive,58.0,32,1.0,decision,response_button_text,1559.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""özclan""",2,2
2023,8714599.0,Negative-to-positive,43.0,33,1.0,decision,response_button_text,2782.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""katja""",0,0
2029,8714599.0,Negative-to-positive,34.0,34,1.0,decision,response_button_text,3409.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""nicoletta""",0,0
2035,8714599.0,Negative-to-positive,46.0,35,1.0,decision,response_button_text,2137.999999999884,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""plethoraa""",2,2
2043,8714599.0,Negative-to-positive,39.0,36,1.0,decision,response_button_text,3372.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""underwood""",2,2
2051,8714599.0,Negative-to-positive,37.0,37,1.0,decision,response_button_text,2310.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ricarda8""",0,0
2057,8714599.0,Negative-to-positive,52.0,38,1.0,decision,response_button_text,2621.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Carsten""",2,2
2065,8714599.0,Negative-to-positive,40.0,39,1.0,decision,response_button_text,1946.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fatima""",2,2
2073,8714599.0,Negative-to-positive,51.0,40,1.0,decision,response_button_text,2502.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""michi""",2,2
2081,8714599.0,Negative-to-positive,49.0,41,1.0,decision,response_button_text,3171.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CMPdavid""",0,0
2087,8714599.0,Negative-to-positive,41.0,42,1.0,decision,response_button_text,7301.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ironMaan""",2,2
2095,8714599.0,Negative-to-positive,44.0,43,1.0,decision,response_button_text,2719.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""shallweplay""",2,2
2103,8714599.0,Negative-to-positive,60.0,44,1.0,decision,response_button_text,3389.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""imPACT""",0,0
