,Participant Private ID,Participant Status,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,display,Button A,Button B,Correct answer,Zuweisung_Mitspieler(in),KeepAmount,partnerAnswer,Image,Timelag_decision,Timelag_next participant
679,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,58.0,34,1.0,decision,response_button_text,1412.7000000001865,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""özclan""",0.5,1,Feedback cooperate.png,2681.0,2308.0
687,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,48.0,35,1.0,decision,response_button_text,5412.300000000745,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""RammStein""",0.5,1,Feedback cooperate.png,3750.0,3487.0
693,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,62.0,36,1.0,decision,response_button_text,1881.7999999998135,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""olaf""",0.5,1,Feedback cooperate.png,3639.0,1613.0
701,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,39.0,37,1.0,decision,response_button_text,6028.100000000559,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""underwood""",0.5,1,Feedback cooperate.png,3278.0,2930.0
707,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,42.0,38,1.0,decision,response_button_text,1841.9000000003723,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""swap""",0.5,1,Feedback cooperate.png,2651.0,3030.0
715,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,49.0,39,1.0,decision,response_button_text,2907.5,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""CMPdavid""",0.5,1,Feedback cooperate.png,3717.0,2725.0
721,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,50.0,40,1.0,decision,response_button_text,3995.100000000559,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""camper""",0.5,0,Feddback Abuse.png,3831.0,2237.0
729,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,45.0,41,1.0,decision,response_button_text,1830.7000000001865,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ölsmc""",0.5,1,Feedback cooperate.png,3016.0,2201.0
737,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,60.0,42,1.0,decision,response_button_text,1672.0999999996277,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""imPACT""",0.5,1,Feedback cooperate.png,1009.0,3597.0
745,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,38.0,43,1.0,decision,response_button_text,1707.8999999994412,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""XMP""",0.5,0,Feddback Abuse.png,2108.0,1718.0
753,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,34.0,44,1.0,decision,response_button_text,2804.0999999996275,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""nicoletta""",0.5,1,Feedback cooperate.png,2451.0,2372.0
761,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,37.0,45,1.0,decision,response_button_text,1426.8999999994412,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ricarda8""",0.5,1,Feedback cooperate.png,1192.0,3061.0
769,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,51.0,46,1.0,decision,response_button_text,1142.5,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""michi""",0.5,1,Feedback cooperate.png,2439.0,1762.0
777,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,44.0,47,1.0,decision,response_button_text,2071.4000000003725,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""shallweplay""",0.5,1,Feedback cooperate.png,1794.0,2392.0
785,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,61.0,48,1.0,decision,response_button_text,1180.7999999998135,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""lilly""",0.5,0,Feddback Abuse.png,3380.0,1059.0
793,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,53.0,49,1.0,decision,response_button_text,1148.7000000001865,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Nadine""",0.5,1,Feedback cooperate.png,2152.0,2237.0
801,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,54.0,50,1.0,decision,response_button_text,1599.0999999996277,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""????""",0.5,1,Feedback cooperate.png,1693.0,3272.0
809,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,47.0,51,1.0,decision,response_button_text,915.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""blume""",0.5,1,Feedback cooperate.png,3431.0,3709.0
817,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,46.0,52,1.0,decision,response_button_text,1874.0999999996277,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""plethoraa""",0.5,1,Feedback cooperate.png,2654.0,3336.0
825,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,57.0,53,1.0,decision,response_button_text,1186.2000000001865,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Uli""",0.5,0,Feddback Abuse.png,1135.0,1147.0
833,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,36.0,54,1.0,decision,response_button_text,835.5,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ninja""",0.5,1,Feedback cooperate.png,1664.0,1003.0
841,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,52.0,55,1.0,decision,response_button_text,856.8000000007451,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Carsten""",0.5,1,Feedback cooperate.png,1157.0,1162.0
849,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,35.0,56,1.0,decision,response_button_text,545.3999999994412,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Skyluke""",0.5,0,Feddback Abuse.png,1633.0,2118.0
857,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,56.0,57,1.0,decision,response_button_text,845.7000000001863,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""pusher""",0.5,1,Feedback cooperate.png,3350.0,3806.0
865,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,55.0,58,1.0,decision,response_button_text,1121.199999999255,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""quatschkopf""",0.5,1,Feedback cooperate.png,1000.0,2253.0
873,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,59.0,59,1.0,decision,response_button_text,1533.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Fatima""",0.5,1,Feedback cooperate.png,3231.0,1539.0
881,9066992.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,33.0,60,1.0,decision,response_button_text,934.9000000003724,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ivette""",0.5,1,Feedback cooperate.png,1726.0,2547.0
906,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,22.0,1,1.0,decision,response_button_text,9974.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""born toKill""",0.5,0,Feddback Abuse.png,1779.0,1235.0
914,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,26.0,2,1.0,decision,response_button_text,1553.0,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Ppwjer""",0.5,0,Feddback Abuse.png,2316.0,2341.0
920,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,17.0,3,1.0,decision,response_button_text,1754.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""keEpcalm""",0.5,0,Feddback Abuse.png,3409.0,2265.0
928,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,4.0,4,1.0,decision,response_button_text,2477.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Daniel""",0.5,1,Feedback cooperate.png,2434.0,2968.0
936,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,19.0,5,1.0,decision,response_button_text,1745.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Rico""",0.5,1,Feedback cooperate.png,2790.0,2569.0
944,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,31.0,6,1.0,decision,response_button_text,946.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""max""",0.5,0,Feddback Abuse.png,2858.0,1938.0
952,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,6.0,7,1.0,decision,response_button_text,2449.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""memphis""",0.5,1,Feedback cooperate.png,1540.0,3261.0
960,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,7.0,8,1.0,decision,response_button_text,1096.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""sdlfn""",0.5,0,Feddback Abuse.png,3156.0,3111.0
968,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,15.0,9,1.0,decision,response_button_text,721.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""next""",0.5,0,Feddback Abuse.png,2690.0,3801.0
976,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,29.0,10,1.0,decision,response_button_text,3479.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""c3po""",0.5,0,Feddback Abuse.png,2600.0,2472.0
984,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,14.0,11,1.0,decision,response_button_text,1851.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Woop""",0.5,0,Feddback Abuse.png,3372.0,1172.0
992,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,27.0,12,1.0,decision,response_button_text,1133.0,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""CptSparrow""",0.5,0,Feddback Abuse.png,1366.0,3687.0
998,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,3.0,13,1.0,decision,response_button_text,6328.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""kazandr""",0.5,0,Feddback Abuse.png,1550.0,1183.0
1006,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,16.0,14,1.0,decision,response_button_text,954.0000000000582,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""666""",0.5,1,Feedback cooperate.png,2642.0,3919.0
1012,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,11.0,15,1.0,decision,response_button_text,767.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""collin""",0.5,0,Feddback Abuse.png,2667.0,1137.0
1020,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,13.0,16,1.0,decision,response_button_text,707.0000000000582,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""TryMe""",0.5,0,Feddback Abuse.png,2929.0,1990.0
1026,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,12.0,17,1.0,decision,response_button_text,611.0,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""schnuck""",0.5,0,Feddback Abuse.png,1390.0,3310.0
1032,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,9.0,18,1.0,decision,response_button_text,972.0000000000582,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Mooney""",0.5,0,Feddback Abuse.png,1399.0,3762.0
1040,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,24.0,19,1.0,decision,response_button_text,884.0000000000582,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""dillon""",0.5,0,Feddback Abuse.png,2059.0,3305.0
1046,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,25.0,20,1.0,decision,response_button_text,831.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ines""",0.5,0,Feddback Abuse.png,1754.0,3024.0
1054,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,32.0,21,1.0,decision,response_button_text,538.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Steffen""",0.5,0,Feddback Abuse.png,2898.0,1149.0
1062,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,20.0,22,1.0,decision,response_button_text,784.0000000000582,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""maggy""",0.5,0,Feddback Abuse.png,3346.0,2542.0
1070,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,5.0,23,1.0,decision,response_button_text,672.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""lisa""",0.5,0,Feddback Abuse.png,2222.0,3869.0
1078,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,30.0,24,1.0,decision,response_button_text,870.0000000000582,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""holy shit""",0.5,0,Feddback Abuse.png,2181.0,3620.0
1084,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,21.0,25,1.0,decision,response_button_text,687.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""fabien""",0.5,1,Feedback cooperate.png,3465.0,3158.0
1092,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,10.0,26,1.0,decision,response_button_text,847.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Zoe""",0.5,0,Feddback Abuse.png,2725.0,3083.0
1100,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,18.0,27,1.0,decision,response_button_text,952.0,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Chris""",0.5,0,Feddback Abuse.png,1095.0,3260.0
1106,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,8.0,28,1.0,decision,response_button_text,1545.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Temminator""",0.5,0,Feddback Abuse.png,3481.0,2982.0
1114,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,23.0,29,1.0,decision,response_button_text,4300.0,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""8D""",0.5,1,Feedback cooperate.png,1393.0,1504.0
1120,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,28.0,30,1.0,decision,response_button_text,1374.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Kitty""",0.5,0,Feddback Abuse.png,1246.0,1463.0
1128,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,62.0,31,1.0,decision,response_button_text,500.0,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""olaf""",0.5,1,Feedback cooperate.png,3639.0,1613.0
1134,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,47.0,32,1.0,decision,response_button_text,530.0,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""blume""",0.5,1,Feedback cooperate.png,3431.0,3709.0
1140,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,40.0,33,1.0,decision,response_button_text,604.0000000001164,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""fatima""",0.5,1,Feedback cooperate.png,3045.0,1900.0
1146,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,41.0,34,1.0,decision,response_button_text,900.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ironMaan""",0.5,0,Feddback Abuse.png,1202.0,1519.0
1154,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,48.0,35,1.0,decision,response_button_text,896.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""RammStein""",0.5,1,Feedback cooperate.png,3750.0,3487.0
1162,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,49.0,36,1.0,decision,response_button_text,774.0,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""CMPdavid""",0.5,1,Feedback cooperate.png,3717.0,2725.0
1168,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,56.0,37,1.0,decision,response_button_text,2301.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""pusher""",0.5,1,Feedback cooperate.png,3350.0,3806.0
1176,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,44.0,38,1.0,decision,response_button_text,948.0,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""shallweplay""",0.5,1,Feedback cooperate.png,1794.0,2392.0
1182,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,35.0,39,1.0,decision,response_button_text,2711.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Skyluke""",0.5,0,Feddback Abuse.png,1633.0,2118.0
1190,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,50.0,40,1.0,decision,response_button_text,3050.0,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""camper""",0.5,0,Feddback Abuse.png,3831.0,2237.0
1196,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,33.0,41,1.0,decision,response_button_text,1786.0000000001164,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ivette""",0.5,1,Feedback cooperate.png,1726.0,2547.0
1204,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,38.0,42,1.0,decision,response_button_text,1572.0,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""XMP""",0.5,0,Feddback Abuse.png,2108.0,1718.0
1210,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,61.0,43,1.0,decision,response_button_text,1638.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""lilly""",0.5,0,Feddback Abuse.png,3380.0,1059.0
1218,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,36.0,44,1.0,decision,response_button_text,2613.0,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ninja""",0.5,1,Feedback cooperate.png,1664.0,1003.0
1224,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,39.0,45,1.0,decision,response_button_text,2168.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""underwood""",0.5,1,Feedback cooperate.png,3278.0,2930.0
1232,8879711.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,46.0,46,1.0,decision,response_button_text,7064.000000000116,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""plethoraa""",0.5,1,Feedback cooperate.png,2654.0,3336.0
